ETIQUETA;NOMBRE;PRIORIDAD;PROYECTO;TIPO ACTUACIÓN;COORDENADA X;COORDENADA Y;Longitud;Latitud
EP.16.01;Plaza Alcalde Moreno Torres;2024-2028;Proyecto Estratégico de Espacio Público;Remodelación de Espacio Público;444390,663;4482201,805;-3.6561696;40.4886515
EP.16.02;Plaza Cívica Hortaleza;2017-2020;Proyecto Estratégico de Espacio Público;Remodelación de Espacio Público;446072,794;4480036,415;-3.6361381;40.4692556
EP.17.01;Entorno estación Villaverde Bajo;2020-2024;Proyecto Estratégico de Espacio Público;Remodelación de Espacio Público;441908,864;4467262,415;-3.6840873;40.3539
EP.18.02;Pasarela acceso Cerro Almodovar;2020-2024;Proyecto Estratégico de Espacio Público;Remodelación de Espacio Público;448792,522;4470340,479;-3.6032763;40.3820805
EP.18.01;Reurbanización Gran Vía del Sureste;2024-2028;Proyecto Estratégico de Espacio Público;Remodelación de Espacio Público;450068,798;4468358,47;-3.588086;40.3643025
EP.21.01;Plaza de la Duquesa;2017-2020;Proyecto Estratégico de Espacio Público;Remodelación de Espacio Público;449613,019;4478585,746;-3.5942637;40.4564094
EP.21.02;Revitalización plaza Nuestra Señora de Loreto;2020-2024;Proyecto Estratégico de Espacio Público;Remodelación de Espacio Público;450307,013;4480286,137;-3.5862124;40.4717693
EP.06.01;Plaza de la Remonta;2017-2020;Proyecto Estratégico de Espacio Público;Remodelación de Espacio Público;440853,766;4479508,208;-3.6976495;40.464142
EP.06.02;Plaza Leopoldo Luis;2020-2024;Proyecto Estratégico de Espacio Público;Remodelación de Espacio Público;440298,56;4478302,825;-3.7040846;40.4532438
EP.06.03;Plaza Canal Isabel II;2017-2020;Proyecto Estratégico de Espacio Público;Remodelación de Espacio Público;440525,026;4478821,505;-3.7014625;40.4579325
EP.08.01;Plaza Teatro de La Vaguada;2017-2020;Proyecto Estratégico de Espacio Público;Remodelación de Espacio Público;439720,358;4481197,83;-3.711178;40.4792813
EP.08.02;Revitalizar áreas estanciales avenida de La Ilustración;2024-2028;Proyecto Estratégico de Espacio Público;Remodelación de Espacio Público;440069,07;4481378,564;-3.7070814;40.4809346
EP.08.03;Bulevar de Montecarmelo;2024-2028;Proyecto Estratégico de Espacio Público;Remodelación de Espacio Público;440818,683;4483935,837;-3.6984767;40.5040253
AI.08.01;Remodelación y ampliación aparcamiento estación Fuencarral;2024-2028;Proyecto Estratégico de Movilidad;Remodelación de Área Intermodal;442150,873;4483781,094;-3.6827407;40.5027252
EP.10.01;Plaza Aluche;2020-2024;Proyecto Estratégico de Espacio Público;Remodelación de Espacio Público;435095,814;4470834,344;-3.7646757;40.3855751
MA.10.01;Mejora accesos intercambiador Aluche;2024-2028;Proyecto Estratégico de Espacio Público;Mejora de la Accesibilidad;435397,865;4470886,779;-3.7611225;40.3860709
EP.10.02;Accesibilidad Mercado Tirso de Molina;2017-2020;Proyecto Estratégico de Espacio Público;Remodelación de Espacio Público;438403,095;4473832,986;-3.7260036;40.4128393
EP.10.03;Singularizar Plaza Sisenando;2020-2024;Proyecto Estratégico de Espacio Público;Remodelación de Espacio Público;437606,208;4473336,617;-3.7353467;40.4083085
EP.11.01;Entorno biblioteca Ana María Matute;2020-2024;Proyecto Estratégico de Espacio Público;Remodelación de Espacio Público;438891,525;4472082,404;-3.7200792;40.3971052
EP.12.02;De Marcelo Usera a la plaza del Hidrógeno;2017-2020;Proyecto Estratégico de Espacio Público;Remodelación de Espacio Público;439976,88;4470787,928;-3.7071688;40.3855229
EP.12.03;Enlace Madrid Río;2017-2020;Proyecto Estratégico de Espacio Público;Remodelación de Espacio Público;440390,304;4471359,049;-3.7023518;40.3906976
EP.12.04;Gran plaza Orcasur;2020-2024;Proyecto Estratégico de Espacio Público;Remodelación de Espacio Público;440468,97;4468678,636;-3.7011746;40.3665566
MA.12.01;Mejora accesibilidad Av. Andalucía;2024-2028;Proyecto Estratégico de Espacio Público;Mejora de la Accesibilidad;441037,257;4469074,792;-3.6945182;40.3701657
CV.10.01;Ampliación Carretera de la Fortuna;2024-2028;Proyecto Estratégico de Movilidad;Mejora de Conexiones Viarias;434501,089;4468601,946;-3.7714524;40.3654183
CV.17.01;Desdoblamiento Eduardo Barreiros;2024-2028;Proyecto Estratégico de Movilidad;Mejora de Conexiones Viarias;440246,033;4467581,898;-3.7036975;40.3566606
EP.14.01;"""El Torito""";2017-2020;Proyecto Estratégico de Espacio Público;Remodelación de Espacio Público;445311,8;4472988,8;-3.6445078;40.405717
CV.21.01;Ejecución calle Ayerbe;2024-2028;Proyecto Estratégico de Movilidad;Mejora de Conexiones Viarias;451187,375;4480282,131;-3.5758271;40.4717854
EP.21.03;Buscando el Capricho;2020-2024;Proyecto Estratégico de Espacio Público;Remodelación de Espacio Público;449523,255;4478293,912;-3.5952991;40.4537748
EP.11.02;Conexión Río - Parque de San Isidro;2020-2024;Proyecto Estratégico de Espacio Público;Remodelación de Espacio Público;439015,819;4472343,717;-3.7186397;40.3994684
EP.11.03;Unión Tejares - Favila;2020-2024;Proyecto Estratégico de Espacio Público;Remodelación de Espacio Público;438479,045;4471921,567;-3.7249238;40.395626
EP.06.04;Revitalización AZCA;2024-2028;Proyecto Estratégico de Espacio Público;Remodelación de Espacio Público;441214,265;4477834,747;-3.6932426;40.4490924
EP.19.01;Área comercial Abierto Villajimena;2020-2024;Proyecto Estratégico de Espacio Público;Remodelación de Espacio Público;448453,866;4473146,78;-3.6074929;40.4073406
CV.18.01;Acceso Camino del Pozo del tío Raimundo;2024-2028;Proyecto Estratégico de Movilidad;Mejora de Conexiones Viarias;444877,032;4469294,451;-3.6493116;40.3724073
EP.13.01;Entorno plaza Puerto Rubio (Plaza Vieja) y bulevar;2020-2024;Proyecto Estratégico de Espacio Público;Remodelación de Espacio Público;443363,491;4471976,004;-3.6673774;40.3964629
EP.13.09;Bajos del Puente de Vallecas;2020-2024;Proyecto Estratégico de Espacio Público;Remodelación de Espacio Público;443215,691;4472165,905;-3.6691358;40.3981636
CV.13.01;Conexión Puente de la Avenida de la Albufera - Politécnico Vallecas;2024-2028;Proyecto Estratégico de Movilidad;Mejora de Conexiones Viarias;446252,313;4470644,11;-3.6332265;40.3846558
EP.11.05;Conexión Mercedes Arteaga - Jacinto Verdaguer;2020-2024;Proyecto Estratégico de Espacio Público;Remodelación de Espacio Público;438871,294;4471855,895;-3.7202959;40.3950633
EP.13.02;Mirador Cerro Tío Pío;2020-2024;Proyecto Estratégico de Espacio Público;Remodelación de Espacio Público;444382,653;4472034,681;-3.6553739;40.3970602
EP.13.03;Mirador parque Azorín;2020-2024;Proyecto Estratégico de Espacio Público;Remodelación de Espacio Público;444436,472;4471209,452;-3.6546678;40.3896296
EP.13.04;Mirador parque Payaso Fofó;2020-2024;Proyecto Estratégico de Espacio Público;Remodelación de Espacio Público;444011,043;4470858,345;-3.6596492;40.3864382
EP.13.05;Área Deportiva C/Laguna;2020-2024;Proyecto Estratégico de Espacio Público;Remodelación de Espacio Público;443115,479;4471296,872;-3.6702389;40.390328
CV.13.02;Conexión Parque Entrevías - Parque Manzanares;2024-2028;Proyecto Estratégico de Movilidad;Mejora de Conexiones Viarias;442513,114;4468961,073;-3.6771251;40.3692444
EP.14.02;Polígono A;2017-2020;Proyecto Estratégico de Espacio Público;Remodelación de Espacio Público;444062,921;4473340,609;-3.659256;40.4088033
EP.14.03;Alrededor de la música;2017-2020;Proyecto Estratégico de Espacio Público;Remodelación de Espacio Público;444223,843;4473654,903;-3.6573872;40.4116454
CV.17.02;Conexión C/José Perez;2024-2028;Proyecto Estratégico de Movilidad;Mejora de Conexiones Viarias;440028,399;4467246,983;-3.7062288;40.3536278
CV.17.03;Conexión C/Anoeta;2024-2028;Proyecto Estratégico de Movilidad;Mejora de Conexiones Viarias;440243,786;4466896,687;-3.7036597;40.3504877
EP.18.04;Montes de Barbanza;2020-2024;Proyecto Estratégico de Espacio Público;Remodelación de Espacio Público;447382,794;4469799,214;-3.6198388;40.3771165
EP.12.05;Mercado de Usera;2017-2020;Proyecto Estratégico de Espacio Público;Remodelación de Espacio Público;440011,432;4470966,278;-3.7067785;40.3871321
EP.13.06;Mirador de Entrevías - Parque Manzanares;2020-2024;Proyecto Estratégico de Espacio Público;Remodelación de Espacio Público;442289,875;4470116,483;-3.679859;40.3796375
EP.17.02;Amadeo Fernandez;2024-2028;Proyecto Estratégico de Espacio Público;Remodelación de Espacio Público;440090,859;4466186,642;-3.7053938;40.3440802
EP.17.03;Revitalización Plaza Mayor;2017-2020;Proyecto Estratégico de Espacio Público;Remodelación de Espacio Público;439924,815;4466504,632;-3.7073786;40.3469329
EP.17.04;San Aureliano;2020-2024;Proyecto Estratégico de Espacio Público;Remodelación de Espacio Público;439271,605;4466078,557;-3.7150289;40.3430473
EP.21.04;Peatonalización plaza Mayor de Barajas;2020-2024;Proyecto Estratégico de Espacio Público;Remodelación de Espacio Público;451040,186;4480492,875;-3.5775797;40.4736753
EP.21.05;Glorieta Ermita de la Virgen de la Soledad;2020-2024;Proyecto Estratégico de Espacio Público;Remodelación de Espacio Público;450639,028;4479817,606;-3.5822594;40.4675683
EP.19.03;Plaza de las Brigadas Internacionales;2017-2020;Proyecto Estratégico de Espacio Público;Remodelación de Espacio Público;448319,254;4472720,96;-3.6090448;40.4034962
EP.10.05;Plaza Patricio Martínez;2020-2024;Proyecto Estratégico de Espacio Público;Remodelación de Espacio Público;434617,785;4472027,758;-3.7704295;40.3962885
EP.10.06;Plaza metro Batán;2020-2024;Proyecto Estratégico de Espacio Público;Remodelación de Espacio Público;436135,977;4473242,044;-3.7526633;40.407345
EP.10.07;Conexión peatonal plaza metro Lucero / Cuña Verde Latina;2020-2024;Proyecto Estratégico de Espacio Público;Remodelación de Espacio Público;436717,971;4472968,064;-3.7457776;40.4049213
EP.10.08;Fuente Puerta del Ángel;2024-2028;Proyecto Estratégico de Espacio Público;Remodelación de Espacio Público;438180,235;4473921,344;-3.7286387;40.4136187
EP.08.04;Supresión de las barreras arquitectónicas junto al CMM Conde de Elda;2024-2028;Proyecto Estratégico de Espacio Público;Remodelación de Espacio Público;439603,673;4480637,227;-3.7125013;40.4742227
EP.08.05;Mejora accesibilidad Herrera Oría - Colonia Peña Grande;2020-2024;Proyecto Estratégico de Espacio Público;Remodelación de Espacio Público;438937,574;4481410,176;-3.7204331;40.481137
EP.08.06;Plaza Cieza y de Villafranca de los Barros;2024-2028;Proyecto Estratégico de Espacio Público;Remodelación de Espacio Público;439617,979;4481446,078;-3.7124095;40.4815102
CV.21.03;Avenida de Logroño - Paseo de La Alameda;2024-2028;Proyecto Estratégico de Movilidad;Mejora de Conexiones Viarias;448781,9;4478315,999;-3.6040437;40.4539285
CV.21.05;Glorieta Avenida de Logroño - Centro Cultural Gloria Fuertes;2024-2028;Proyecto Estratégico de Movilidad;Mejora de Conexiones Viarias;449735,015;4479056,198;-3.5928622;40.4606548
EP.14.04;Polígono C;2017-2020;Proyecto Estratégico de Espacio Público;Remodelación de Espacio Público;444157,163;4473354,31;-3.6581466;40.4089331
EP.15.04;Plaza Platón;2020-2024;Proyecto Estratégico de Espacio Público;Remodelación de Espacio Público;444690,458;4477088,254;-3.6521865;40.4426061
EP.15.05;Plaza Nalda - Plaza Valvanera;2020-2024;Proyecto Estratégico de Espacio Público;Remodelación de Espacio Público;444383,075;4477955,972;-3.6558868;40.4504024
EP.15.06;Plaza Virgen del Romero;2020-2024;Proyecto Estratégico de Espacio Público;Remodelación de Espacio Público;444744,891;4476652,794;-3.6515069;40.4386868
EP.15.07;Plaza metro Quintana;2020-2024;Proyecto Estratégico de Espacio Público;Remodelación de Espacio Público;445039,466;4476089,258;-3.647985;40.4336298
EP.15.10;Acceso principal Almudena;2024-2028;Proyecto Estratégico de Espacio Público;Remodelación de Espacio Público;445228,379;4475269,569;-3.6456873;40.426258
EP.15.09;Plaza de la Reverencia;2020-2024;Proyecto Estratégico de Espacio Público;Remodelación de Espacio Público;445574,185;4476409,449;-3.6417084;40.4365494
EP.15.08;Plaza Cívica Ciudad Lineal;2017-2020;Proyecto Estratégico de Espacio Público;Remodelación de Espacio Público;445836,742;4476575,949;-3.6386272;40.4380664
EP.09.02;Pasarela Principe - Pío;2020-2024;Proyecto Estratégico de Espacio Público;Remodelación de Espacio Público;438474,228;4475365,456;-3.7253136;40.4266497
EP.09.01;Pasaje Moncloa;2020-2024;Proyecto Estratégico de Espacio Público;Remodelación de Espacio Público;437710,869;4476073,11;-3.7343813;40.4329677
EP.09.03;Bombilla;2020-2024;Proyecto Estratégico de Espacio Público;Remodelación de Espacio Público;438463,912;4475301,498;-3.7254291;40.4260728
EP.09.04;Teléferico;2017-2020;Proyecto Estratégico de Espacio Público;Remodelación de Espacio Público;438775,445;4475503,685;-3.7217762;40.4279172
MA.09.05;Conexión Rosa L - Casa C;2024-2028;Proyecto Estratégico de Espacio Público;Mejora de la Accesibilidad;434940,884;4477746,18;-3.7672078;40.4478272
EP.09.05;Camino del Barrial;2020-2024;Proyecto Estratégico de Espacio Público;Remodelación de Espacio Público;433187,765;4478964,949;-3.7880077;40.4586671
CV.09.02;Nudo Zarzuela;2024-2028;Proyecto Estratégico de Movilidad;Mejora de Conexiones Viarias;433535,083;4479490,776;-3.7839668;40.4634318
EP.13.10;Entorno C.P. Asunción de Vallecas;2020-2024;Proyecto Estratégico de Espacio Público;Remodelación de Espacio Público;443687,972;4472499,736;-3.6636004;40.401203
EP.13.11;Entorno Sierra Filabres;2020-2024;Proyecto Estratégico de Espacio Público;Remodelación de Espacio Público;443485,264;4472154,962;-3.6659584;40.3980833
EP.13.12;Calle Puerto Canfranc;2020-2024;Proyecto Estratégico de Espacio Público;Remodelación de Espacio Público;443723,132;4472056,766;-3.6631469;40.3972149
EP.13.13;Entorno mercado Numancia;2020-2024;Proyecto Estratégico de Espacio Público;Remodelación de Espacio Público;444245,289;4471584,463;-3.656953;40.3929951
EP.13.14;Entorno mercado Doña Carlota;2020-2024;Proyecto Estratégico de Espacio Público;Remodelación de Espacio Público;443875,226;4472732,67;-3.6614143;40.403314
EP.09.06;Acceso a la estación del Barrial;2020-2024;Proyecto Estratégico de Espacio Público;Remodelación de Espacio Público;431571,202;4479755,356;-3.8071576;40.4656557
EP.09.07;Calle de las Rosas de Aravaca;2024-2028;Proyecto Estratégico de Espacio Público;Remodelación de Espacio Público;433714,706;4477873,893;-3.7816794;40.4488808
MA.09.06;Plaza España;2024-2028;Proyecto Estratégico de Espacio Público;Mejora de la Accesibilidad;439569,998;4474996,001;-3.7123616;40.4234018
EP.09.08;Plaza San Pol;2020-2024;Proyecto Estratégico de Espacio Público;Remodelación de Espacio Público;438290,686;4475054,255;-3.7274469;40.4238327
EP.12.01;Puerta Pradolongo;2017-2020;Proyecto Estratégico de Espacio Público;Remodelación de Espacio Público;439914,601;4470102,124;-3.7078378;40.3793403
MA.15.01;Mirador la Atalaya;2024-2028;Proyecto Estratégico de Espacio Público;Mejora de la Accesibilidad;443694,697;4479165,059;-3.6641115;40.4612482
EP.15.01;López de Hoyos - Arturo Soria;2024-2028;Proyecto Estratégico de Espacio Público;Remodelación de Espacio Público;444041,404;4478933,921;-3.6600021;40.4591894
EP.15.02;Ascao;2020-2024;Proyecto Estratégico de Espacio Público;Remodelación de Espacio Público;445676,494;4475710,824;-3.6404426;40.4302624
EP.08.07;Mejora áreas estanciales en el Barrio de El Pilar;2024-2028;Proyecto Estratégico de Espacio Público;Remodelación de Espacio Público;439976,501;4480964,891;-3.7081343;40.4772014
EP.16.03;Deportivo Luis Aragonés;2024-2028;Proyecto Estratégico de Espacio Público;Remodelación de Espacio Público;446726,578;4479539,918;-3.6283846;40.464825
EP.16.04;Glorieta de Charalá;2024-2028;Proyecto Estratégico de Espacio Público;Remodelación de Espacio Público;445749,173;4480436,93;-3.6399896;40.4728425
EP.16.05;Entremares;2024-2028;Proyecto Estratégico de Espacio Público;Remodelación de Espacio Público;445334,517;4480538,478;-3.6448896;40.4737301
EP.16.06;Mercadillo Hortaleza;2024-2028;Proyecto Estratégico de Espacio Público;Remodelación de Espacio Público;444809,849;4481156,232;-3.6511326;40.4792604
EP.16.07;Pinar del Rey - Canal;2024-2028;Proyecto Estratégico de Espacio Público;Remodelación de Espacio Público;444403,985;4479682,672;-3.6557914;40.4659588
EP.16.08;Glorieta avenida de San Luis;2024-2028;Proyecto Estratégico de Espacio Público;Remodelación de Espacio Público;444126,206;4480224,34;-3.6591155;40.4708198
EP.13.07;Entorno parque Amós Acero;2020-2024;Proyecto Estratégico de Espacio Público;Remodelación de Espacio Público;443565,904;4471177,133;-3.6649216;40.3892799
EP.13.15;Conexión Méndez Álvaro - San Diego;2020-2024;Proyecto Estratégico de Espacio Público;Remodelación de Espacio Público;442638,913;4471529,269;-3.6758747;40.3923889
CV.11.02;Vía Carpetana - Avenida de los Poblados;2024-2028;Proyecto Estratégico de Movilidad;Mejora de Conexiones Viarias;436291,122;4470708,838;-3.7505816;40.3845368
EP.10.04;Accesibilidad entres calles Sepulveda y Monsalupe;2020-2024;Proyecto Estratégico de Espacio Público;Remodelación de Espacio Público;436298,974;4472793,387;-3.7506976;40.4033158
EP.10.09;Plaza Cívica Lucero;2017-2020;Proyecto Estratégico de Espacio Público;Remodelación de Espacio Público;436848,775;4472605,908;-3.7442002;40.4016688
EP.13.08;Plaza Canfranc;2017-2020;Proyecto Estratégico de Espacio Público;Remodelación de Espacio Público;443901,526;4472287,739;-3.6610652;40.3993076
EP.14.05;Plaza del Encuentro;2017-2020;Proyecto Estratégico de Espacio Público;Remodelación de Espacio Público;444744,085;4472971,214;-3.6511964;40.405521
AI.16.01;Fuente de la Mora;2024-2028;Proyecto Estratégico de Movilidad;Remodelación de Área Intermodal;443792,605;4481686,925;-3.6631802;40.483973
EP.15.11;El Dragón de la Elipa;2024-2028;Proyecto Estratégico de Espacio Público;Remodelación de Espacio Público;444267,875;4474881,761;-3.6569756;40.4227006
AI.19.01;Intercambiador Vicalvaro;2024-2028;Proyecto Estratégico de Movilidad;Remodelación de Área Intermodal;449389,499;4472582,627;-3.5964218;40.4023158
MA.19.01;Conexión Valdebernardo con Casco Histórico Vicálvaro;2024-2028;Proyecto Estratégico de Espacio Público;Mejora de la Accesibilidad;447737,049;4472794,827;-3.6159116;40.4041254
MA.19.02;Puente de Hierro;2024-2028;Proyecto Estratégico de Espacio Público;Mejora de la Accesibilidad;448820,623;4471941,512;-3.6030739;40.3965054
CV.19.01;Acceso M-40 por Avenida de Daroca;2024-2028;Proyecto Estratégico de Movilidad;Mejora de Conexiones Viarias;447556,454;4473481,09;-3.6180964;40.4102963
CV.19.02;Acceso M-40 por Camino Viejo de Vicálvaro;2024-2028;Proyecto Estratégico de Movilidad;Mejora de Conexiones Viarias;447127,539;4473137,959;-3.6231227;40.407178
CV.19.03;Cajón bajo A-3 - Avenida de la Democracia;2024-2028;Proyecto Estratégico de Movilidad;Mejora de Conexiones Viarias;447231,382;4471345,547;-3.6217504;40.3910374
CV.19.05;Acceso bajo R-3 calle Boyer;2024-2028;Proyecto Estratégico de Movilidad;Mejora de Conexiones Viarias;450459,528;4473052,176;-3.5838492;40.4066102
MA.14.01;Conexión Norte M-40;2024-2028;Proyecto Estratégico de Espacio Público;Mejora de la Accesibilidad;447043,299;4473030,652;-3.6241065;40.4062059
CV.08.01;Nuevo acceso a las tablas desde M-40 Sur-Norte;2024-2028;Proyecto Estratégico de Movilidad;Mejora de Conexiones Viarias;443594,947;4484836,668;-3.6657927;40.5123337
CV.11.03;Conexión M-40 Isla Azul;2024-2028;Proyecto Estratégico de Movilidad;Mejora de Conexiones Viarias;437252,729;4468221,635;-3.7390085;40.3622039
CV.18.02;Conexión con Vicálvaro;2024-2028;Proyecto Estratégico de Movilidad;Mejora de Conexiones Viarias;448502,578;4470800,979;-3.6067292;40.3862111
EP.18.05;Ecobulevar;2024-2028;Proyecto Estratégico de Espacio Público;Remodelación de Espacio Público;446504,879;4469329,228;-3.6301407;40.3728267
